picture,Blue,Brightness,Contrast,FM,Green,HorizContrast,HorizFM,Red,VertContrast,VertFM,X,Y,short_picture,Fixation
ocean2_475_225.jpg,0.415312805,167.8834128,24.76676969,4965.679683,0.341385635,916.0119523,1987116.048,0.24330156,752.1176672,1388400.37,475,225,ocean2,308
quarry_475_450.jpg,0.259994019,118.4252912,77.00718863,52661.28803,0.341335301,2636.8491,16205826.95,0.39867068,2302.256023,10082573.22,475,450,quarry,175
carnival_475_425.jpg,0.315821347,89.2736368,49.78713522,1546.608612,0.34129957,560.3421306,505072.49,0.342879083,1776.489119,1518954.598,475,425,carnival,145
warehouse1_475_475.jpg,0.299246945,117.1213552,3.160272776,6.538481778,0.341213803,77.28184668,8853.896178,0.359539251,56.66345105,5590.738425,475,475,warehouse1,138
slum2_475_550.jpg,0.414421526,61.4296944,7.781221,703.645184,0.341194941,227.7884668,201195.8448,0.244383533,246.9920062,218850.2851,475,550,slum2,26
ocean2_475_275.jpg,0.438018007,126.723448,32.44452644,7595.298686,0.341193105,1443.943209,6138607.305,0.220788888,1041.446092,2025794.717,475,275,ocean2,354
basketballcourt5_475_575.jpg,0.328289797,183.5434128,53.39736126,3831.856576,0.34119203,1798.973961,2443385.233,0.330518173,1424.92572,1474967.281,475,575,basketballcourt5,10
computerlab4_475_175.jpg,0.311256674,115.2505248,36.78106526,3220.292465,0.341081966,1770.259011,5743160.068,0.34766136,398.2292141,293765.4741,475,175,computerlab4,234
ocean2_475_300.jpg,0.437561987,129.6592144,32.57535363,7035.861358,0.341021055,1593.964504,5898354.403,0.221416958,901.8860103,1701271.466,475,300,ocean2,308
hospitalward_475_425.jpg,0.310263246,182.4949488,34.99170669,322.6823111,0.340921681,484.8008319,210731.3757,0.348815073,817.7393241,428425.5583,475,425,hospitalward,145
carnival_475_350.jpg,0.330909511,76.5633408,47.11209086,1191.217,0.340869829,815.2355951,728447.8679,0.328220659,1650.997934,1820362.102,475,350,carnival,174
moun_tains_475_150.jpg,0.356230516,155.1380368,57.39508195,1785.700437,0.340777651,1448.461417,1994236.626,0.302991833,932.18355,1050022.704,475,150,moun,217
quarry_475_50.jpg,0.347749941,229.221104,7.448039699,88.84171548,0.340756465,382.4926681,157379.9237,0.311493595,217.8784031,72222.94995,475,50,quarry,102
lockerroom4_475_150.jpg,0.260361819,215.4185888,39.20391902,1883.261922,0.340733655,1134.465417,1795335.177,0.398904526,1084.030077,1066292.55,475,150,lockerroom4,217
ocean2_475_325.jpg,0.439289969,125.5047936,30.11469987,5067.701972,0.340633022,1510.927676,5543646.154,0.22007701,892.721643,1365053.51,475,325,ocean2,225
warehouse1_475_125.jpg,0.302825723,151.6182432,11.57860076,41.27199972,0.340627667,197.6627155,54650.31383,0.356546609,126.0559691,27969.66542,475,125,warehouse1,205
carnival_475_300.jpg,0.338265854,134.0124128,21.50285947,452.8438915,0.340607293,645.7389794,552180.7212,0.321126853,697.7569049,268697.2501,475,300,carnival,308
moun_tains_475_175.jpg,0.35632617,142.2529888,60.35424704,2805.205625,0.340417516,2470.293864,2895666.359,0.303256315,1031.072661,1725230.199,475,175,moun,234
carnival_475_175.jpg,0.339717286,144.8717856,6.90987774,294.6919464,0.340268719,314.1174592,263343.2838,0.320013995,234.3589106,131173.4029,475,175,carnival,234
ocean2_475_250.jpg,0.425856977,147.211504,28.78327211,6112.76293,0.340240231,1237.985505,4333375.045,0.233902793,893.1431574,1857106.975,475,250,ocean2,360
warehouse1_475_175.jpg,0.308483703,177.4059984,22.23665043,2141.35498,0.340223587,767.7200898,1047476.616,0.35129271,1028.199192,1570880.696,475,175,warehouse1,234
hospitalward_475_450.jpg,0.30848073,186.1898288,37.54293315,312.7785148,0.340177326,323.8422694,73325.1489,0.351341945,893.0607839,514486.0169,475,450,hospitalward,175
playroom_475_25.jpg,0.353440135,129.2714272,6.65819844,13.47249607,0.340041247,124.2937593,34333.40682,0.306518618,51.02454458,4319.879211,475,25,playroom,58
lockerroom4_475_100.jpg,0.306437562,211.7837776,40.9439739,185.3405315,0.340008659,1050.736932,645414.3871,0.353553779,164.5880991,56070.85582,475,100,lockerroom4,148
fountain_475_175.jpg,0.309644725,205.8966208,4.528127395,25.40583936,0.339974459,302.1457112,110397.9095,0.350380816,24.87846855,761.3220142,475,175,fountain,234
outdoortheme2_475_0.jpg,0.397406486,199.9210464,1.337834961,3.577955556,0.339780896,31.20835785,2755.396132,0.262812618,29.79046214,1760.237895,475,0,outdoortheme2,31
carnival_475_375.jpg,0.339613266,90.8837648,50.62696015,1740.035768,0.339752641,988.1083202,1072099.19,0.320634093,1744.107695,1623815.204,475,375,carnival,158
hospitalward_475_300.jpg,0.337561763,224.5655072,7.630131129,83.15016988,0.339692342,219.0349235,27506.51046,0.322745894,55.71344558,7749.802338,475,300,hospitalward,308
carnival_475_450.jpg,0.303300484,70.9279632,49.07594913,1347.079616,0.339532425,820.3242967,628758.8982,0.357167091,1555.581484,1396619.608,475,450,carnival,175
fountain_475_0.jpg,0.39088806,216.2404944,1.6,0.56,0.339522388,30.01866086,706.1504,0.269589552,0,0,475,0,fountain,31
quarry_475_550.jpg,0.203072372,145.4068064,43.815594,7591.917767,0.339407873,1241.430225,2883146.354,0.457519755,613.7532886,1612570.757,475,550,quarry,26
carnival_475_275.jpg,0.345678108,142.3964784,8.907148634,380.0648602,0.339346993,472.8539673,539016.0123,0.314974899,165.2191909,65296.4124,475,275,carnival,354
slum2_475_400.jpg,0.3270943,121.6837376,62.83819413,28704.52192,0.33926451,2225.833677,12790846.87,0.33364119,1634.67365,7577690.823,475,400,slum2,175
fountain_475_200.jpg,0.311145397,204.1825568,2.254546419,39.23403548,0.339252604,67.03381775,15990.26818,0.349601999,62.79611668,15799.4816,475,200,fountain,280
closet_475_250.jpg,0.146765747,105.7976288,17.9114819,143.6911548,0.339220477,451.0911326,105688.9835,0.514013776,396.1788415,189498.5089,475,250,closet,360
carnival_475_400.jpg,0.32602656,97.8835584,51.63890492,781.209579,0.339216097,251.1809614,85487.75532,0.334757343,2061.19875,1919604.302,475,400,carnival,175
slum2_475_425.jpg,0.321743401,179.6196816,53.34500855,31058.56218,0.338950698,1979.606963,10880639.54,0.339305901,1631.176607,6945569.828,475,425,slum2,145
warehouse1_475_50.jpg,0.296703436,88.3359968,23.99673036,1462.696942,0.338896404,723.6157744,400458.5489,0.36440016,1203.841237,2105511.638,475,50,warehouse1,102
carnival_475_250.jpg,0.343202724,141.683272,10.37284765,649.528452,0.338878806,516.2335371,567291.8424,0.31791847,122.9421983,41896.68344,475,250,carnival,360
warehouse1_475_75.jpg,0.288307859,79.0488592,27.73299177,1636.722304,0.338798593,1098.068037,613563.9643,0.372893549,1142.165166,2427343.842,475,75,warehouse1,150
warehouse1_475_150.jpg,0.311235776,178.6233424,6.019378862,12.05472711,0.33877686,97.71330853,11366.67947,0.349987364,113.9941831,16256.29179,475,150,warehouse1,217
carnival_475_150.jpg,0.343176747,144.2976768,11.20740941,731.5764907,0.338775386,527.6681487,614393.0777,0.318047867,373.6034004,279151.4405,475,150,carnival,217
closet_475_275.jpg,0.229738811,156.4171648,21.84330626,58.52420267,0.338770778,467.2202817,80135.12796,0.431490411,374.0858219,69710.0241,475,275,closet,354
carnival_475_225.jpg,0.340851095,142.4460992,8.956394735,396.1552629,0.338650586,504.5879962,475695.7976,0.320498319,139.4330416,50802.39591,475,225,carnival,308
slum2_475_450.jpg,0.323280612,194.6466784,56.5513824,29708.72087,0.338504904,2219.32134,13040009.24,0.338214484,1461.151164,5071327.306,475,450,slum2,175
